nom;latitude_mairie;longitude_mairie;beach_coordinates;latitude_plage;longitude_plage;station;latitude_gare;longitude_gare;latitude_port;longitude_port
Pianottoli-Caldarello;41.482114;9.052395;[];41.482114;9.052395;[(None, None)];41.482114;9.052395;41.482114;9.052395
Porto-Vecchio;41.8592057;9.3961000;[];41.591047;9.27509;[(None, None)];41.616124;9.284637;41.611516;9.293556
Sartène;41.8153493;9.0250015;[];41.59826;8.988099;[(Decimal('41.3886414'), Decimal('9.1562118')), (Decimal('41.6772597'), Decimal('8.8986156')), (Decimal('41.3890055'), Decimal('9.1651182')), (Decimal('41.7875124'), Decimal('8.9742098'))];;;;
Zonza;41.6989779;9.3496093;[];41.709644;9.373397;[(None, None)];41.699859;9.341222;41.709644;9.373397
Sainte-Hélène;44.5192412;3.6032955;[];;;[(None, None)];;;;
Beaucaire;43.8272136;4.5632703;[];43.786319;4.601599;[(Decimal('43.8022132'), Decimal('4.6471462'))];;;;
Saint-Gervais;46.7150305;-70.8861999;[];;;[(None, None)];;;;
Saint-Nazaire;47.0814249;-2.0382504;[(Decimal('47.2350436'), Decimal('-2.2937448'))];;;[(Decimal('47.2904432'), Decimal('-2.1655544')), (Decimal('47.2854118'), Decimal('-2.2113694')), (Decimal('47.2836505'), Decimal('-2.3648123')), (Decimal('47.2904897'), Decimal('-2.2008463')), (Decimal('47.3209456'), Decimal('-2.1616062')), (Decimal('47.5166443'), Decimal('-2.0439761')), (Decimal('47.2866383'), Decimal('-2.2111634')), (Decimal('47.5499299'), Decimal('-2.0727691')), (Decimal('47.4353259'), Decimal('-2.0885109')), (Decimal('47.3003329'), Decimal('-2.1934283')), (Decimal('47.2705207'), Decimal('-2.3447637')), (Decimal('47.3584359'), Decimal('-1.9507757')), (Decimal('47.2616258'), Decimal('-2.0151117')), (Decimal('47.3658329'), Decimal('-1.9395367')), (Decimal('47.4823703'), Decimal('-2.0500625')), (Decimal('47.0471487'), Decimal('-1.9523504')), (Decimal('47.0618825'), Decimal('-2.0009581')), (Decimal('47.0831649'), Decimal('-2.0338614')), (Decimal('47.1145045'), Decimal('-2.0977051')), (Decimal('47.1057842'), Decimal('-1.8651876')), (Decimal('47.3150702'), Decimal('-2.0736623')), (Decimal('47.2898097'), Decimal('-2.5069508'))];;;;
Fitou;42.8944120;2.9825648;[];42.890997;2.946326;[(None, None)];42.897243;2.998719;42.876495;2.997222
Agde;43.3131586;3.4180032;[(Decimal('43.2709233'), Decimal('3.3473562')), (Decimal('43.3206289'), Decimal('3.5598392')), (Decimal('43.2806828'), Decimal('3.5198842'))];43.283282;3.44772;[(Decimal('43.3157582'), Decimal('3.4253620')), (Decimal('43.3174530'), Decimal('3.4661026')), (Decimal('43.3181806'), Decimal('3.5355290'))];43.283464;3.519821;43.296312;3.521869
Béziers;43.6945944;3.1646245;[(Decimal('43.2709233'), Decimal('3.3473562')), (Decimal('43.2680350'), Decimal('3.3410232')), (Decimal('43.2597165'), Decimal('3.3228334')), (Decimal('43.2806828'), Decimal('3.5198842')), (Decimal('43.2407518'), Decimal('3.2827170'))];43.325192;3.246014;[(Decimal('43.2955523'), Decimal('3.1167080')), (Decimal('43.6912698'), Decimal('3.1690801')), (Decimal('43.7095814'), Decimal('3.1948986')), (Decimal('43.4675801'), Decimal('3.2295143')), (Decimal('43.3157582'), Decimal('3.4253620')), (Decimal('43.2499376'), Decimal('3.2980416')), (Decimal('43.2498902'), Decimal('3.2969083')), (Decimal('43.3174530'), Decimal('3.4661026')), (Decimal('43.6086201'), Decimal('3.1497435')), (Decimal('43.3360992'), Decimal('3.2187759')), (Decimal('43.4434669'), Decimal('3.4018892'))];43.353191;3.247962;43.334507;3.219221
Cers;;;[];;;[(None, None)];;;;
Portiragnes;43.274127;3.345822;[(Decimal('43.2709233'), Decimal('3.3473562'))];43.277724;3.361188;[(None, None)];;;43.291453;3.372569
Sauvian;43.294725;3.263967;[];43.292623;3.254779;[(None, None)];;;;
Sérignan;43.2414513;3.2716566;[(Decimal('43.2680350'), Decimal('3.3410232')), (Decimal('43.2597165'), Decimal('3.3228334'))];43.279423;3.282646;[(None, None)];43.282192;3.301418;43.258054;3.302935
Valras-Plage;43.235669;3.271557;[(Decimal('43.2407518'), Decimal('3.2827170'))];43.253634;3.286813;[(Decimal('43.2499376'), Decimal('3.2980416')), (Decimal('43.2498902'), Decimal('3.2969083'))];43.250781;3.294922;43.252664;3.296491
Vias;43.3131586;3.4180032;[];43.292599;3.411933;[(Decimal('43.3157582'), Decimal('3.4253620'))];;;;
Villeneuve-lès-Béziers;43.315048;3.27957;[];43.320641;3.272494;[(None, None)];43.321405;3.283183;43.314022;3.278021
Rochefort;46.0504101;-0.7068383;[(Decimal('46.0051561'), Decimal('-1.3914498')), (Decimal('45.8336863'), Decimal('-1.1984852')), (Decimal('45.8287093'), Decimal('-1.1955975')), (Decimal('45.9306158'), Decimal('-1.3570868')), (Decimal('45.9414358'), Decimal('-1.3710645'))];;;[(Decimal('45.9472690'), Decimal('-0.9637060')), (Decimal('45.8378948'), Decimal('-1.2086128')), (Decimal('46.0043866'), Decimal('-1.1190049')), (Decimal('46.0071934'), Decimal('-1.1741253')), (Decimal('45.9689307'), Decimal('-1.2364769')), (Decimal('46.9599174'), Decimal('6.7749714')), (Decimal('46.9672516'), Decimal('6.8125105')), (Decimal('45.9660197'), Decimal('-0.8731059')), (Decimal('46.0938943'), Decimal('-0.9520020')), (Decimal('46.0076849'), Decimal('-1.1745082')), (Decimal('45.8119584'), Decimal('-1.2234039')), (Decimal('50.1599751'), Decimal('5.2671586')), (Decimal('45.9671186'), Decimal('-1.2399071')), (Decimal('45.8074846'), Decimal('-1.2368142')), (Decimal('45.6259067'), Decimal('-1.0164955')), (Decimal('45.6261627'), Decimal('-1.0166940')), (Decimal('46.0078933'), Decimal('-1.1746726')), (Decimal('45.9168059'), Decimal('-0.9607608')), (Decimal('45.9925893'), Decimal('-1.0268753')), (Decimal('45.9433848'), Decimal('-0.8980505')), (Decimal('46.1133407'), Decimal('-0.7620913'))];;;;
Sari-Solenzara;41.8592057;9.3961000;[];41.818779;9.402111;[(None, None)];41.818779;9.402111;41.818779;9.402111
Aléria;;;[];42.103442;9.499871;[(None, None)];;;;
Ghisonaccia;42.1062593;9.4170613;[];42.004688;9.432016;[(None, None)];42.018862;9.406378;42.043497;9.407257
Prunelli-di-Fiumorbo;41.9996638;9.3977292;[];42.00744;9.367301;[(None, None)];42.00744;9.367301;41.997928;9.381563
Serra-di-Fiumorbo;41.983343;9.340715;[];41.983343;9.340715;[(None, None)];41.983343;9.340715;41.983343;9.340715
Solaro;45.6169033;9.0795104;[];41.884322;9.397363;[(None, None)];41.884322;9.397363;41.901396;9.330284
Tallone;42.2307695;9.4128437;[];42.206274;9.436562;[(None, None)];;;;
Ventiseri;41.9173944;9.3837324;[];41.917898;9.378066;[(None, None)];41.917898;9.378066;41.954345;9.39587
Bassens;44.8998270;-0.5164931;[];;;[(Decimal('44.9012933'), Decimal('-0.5223144'))];;;;
Barrettali;42.8767769;9.3548892;[];42.875024;9.358715;[(None, None)];42.874006;9.356139;42.874006;9.356139
Brando;42.7746370;9.4749310;[];42.776256;9.476951;[(None, None)];;;;
Cagnano;42.8752948;9.4302808;[];42.861096;9.48078;[(None, None)];42.869891;9.435772;42.875751;9.430849
Canari;;;[];42.841419;9.329016;[(None, None)];;;;
Centuri;42.9655342;9.3538351;[];42.963649;9.355411;[(None, None)];;;42.966235;9.352411
Ersa;42.9765413;9.3780233;[];42.975885;9.389669;[(None, None)];43.007696;9.386846;43.006151;9.401912
Luri;;;[];;;[(None, None)];;;;
Meria;;;[];;;[(None, None)];;;;
Morsiglia;42.9443958;9.3662377;[];42.948388;9.362999;[(None, None)];;;;
Nonza;42.78446;9.344958;[];42.785079;9.345498;[(None, None)];;;;
Ogliastro;42.8098541;9.3363793;[];42.813223;9.34082;[(None, None)];42.813223;9.34082;;
Olmeta-di-Capocorso;42.7691441;9.3716404;[];42.760836;9.346548;[(None, None)];42.760836;9.346548;42.760836;9.346548
Pietracorbara;42.8454878;9.4271292;[];42.836044;9.480062;[(None, None)];42.836044;9.480062;42.837844;9.469406
Pino;42.9100225;9.3509370;[];;;[(None, None)];;;;
Rogliano;42.956518;9.453228;[];42.952394;9.434146;[(Decimal('39.1809371'), Decimal('16.3222189')), (Decimal('39.1753901'), Decimal('16.3172099'))];;;;
Sisco;42.807541;9.483574;[];42.807541;9.483574;[(None, None)];42.807541;9.483574;42.817207;9.453473
San-Martino-di-Lota;42.7217492;9.4552951;[];42.738082;9.430355;[(None, None)];42.719103;9.455669;42.72124;9.453569
Santa-Maria-di-Lota;42.7428063;9.4563221;[];42.746344;9.443165;[(None, None)];42.746344;9.443165;42.746344;9.443165
Tomino;42.956205;9.453595;[];42.946515;9.442133;[(None, None)];42.946515;9.442133;42.946515;9.442133
Barcarès;42.795292;3.037727;[];42.807403;3.025421;[(None, None)];42.786652;3.036192;;
Canet-en-Roussillon;42.7272203;2.9853469;[(Decimal('42.7129356'), Decimal('3.0393352')), (Decimal('42.6727587'), Decimal('3.0321635'))];42.691984;3.032448;[(None, None)];42.698152;3.007334;42.702071;3.034965
Saint-Cyprien;44.9361590;1.0122517;[];42.6312;3.031936;[(Decimal('43.5979747'), Decimal('1.4316655')), (Decimal('44.9411916'), Decimal('1.0081942')), (Decimal('44.8632733'), Decimal('1.0434666')), (Decimal('43.5964448'), Decimal('1.4232466'))];;;42.613646;3.034686
Saint-Hippolyte;47.3439081;6.9942263;[];42.777581;2.970608;[(None, None)];;;;
Saint-Laurent-de-la-Salanque;42.7731159;2.9883181;[(Decimal('42.7690903'), Decimal('3.0350773')), (Decimal('42.7720184'), Decimal('3.0354871')), (Decimal('42.7708154'), Decimal('3.0353984'))];42.772926;2.996623;[(None, None)];42.775388;2.988827;42.773506;2.991547
Sainte-Marie-la-Mer;42.740317;3.03481;[];42.740317;3.03481;[(None, None)];;;42.72436;3.03673
Saint-Nazaire;47.0814249;-2.0382504;[(Decimal('47.2350436'), Decimal('-2.2937448'))];;;[(Decimal('47.2904432'), Decimal('-2.1655544')), (Decimal('47.2854118'), Decimal('-2.2113694')), (Decimal('47.2836505'), Decimal('-2.3648123')), (Decimal('47.2904897'), Decimal('-2.2008463')), (Decimal('47.3209456'), Decimal('-2.1616062')), (Decimal('47.5166443'), Decimal('-2.0439761')), (Decimal('47.2866383'), Decimal('-2.2111634')), (Decimal('47.5499299'), Decimal('-2.0727691')), (Decimal('47.4353259'), Decimal('-2.0885109')), (Decimal('47.3003329'), Decimal('-2.1934283')), (Decimal('47.2705207'), Decimal('-2.3447637')), (Decimal('47.3584359'), Decimal('-1.9507757')), (Decimal('47.2616258'), Decimal('-2.0151117')), (Decimal('47.3658329'), Decimal('-1.9395367')), (Decimal('47.4823703'), Decimal('-2.0500625')), (Decimal('47.0471487'), Decimal('-1.9523504')), (Decimal('47.0618825'), Decimal('-2.0009581')), (Decimal('47.0831649'), Decimal('-2.0338614')), (Decimal('47.1145045'), Decimal('-2.0977051')), (Decimal('47.1057842'), Decimal('-1.8651876')), (Decimal('47.3150702'), Decimal('-2.0736623')), (Decimal('47.2898097'), Decimal('-2.5069508'))];;;;
Salses-le-Château;42.8333118;2.9178185;[];42.827353;2.842593;[(Decimal('42.8355964'), Decimal('2.9174628'))];42.834514;2.917226;;
Torreilles;;;[(Decimal('42.7690903'), Decimal('3.0350773')), (Decimal('42.7720184'), Decimal('3.0354871')), (Decimal('42.7708154'), Decimal('3.0353984'))];42.762554;3.021829;[(None, None)];;;;
Beauvoir;48.5965183;-1.5041645;[];;;[(None, None)];47.795899;3.38145;;
Barzan;45.5254670;-0.8561157;[];45.527981;-0.882828;[(None, None)];45.535276;-0.871144;45.51674;-0.857089
Beauvoisin;46.9272321;5.3690160;[];;;[(Decimal('43.7245026'), Decimal('4.3212178'))];;;;
Bassens;44.8998270;-0.5164931;[];44.906427;-0.523927;[(Decimal('44.9012933'), Decimal('-0.5223144'))];;;44.904984;-0.528084
Villeneuve;46.0216405;4.8373827;[];;;[(Decimal('45.7065555'), Decimal('7.2134691')), (Decimal('48.0975501'), Decimal('-1.6754519'))];;;;
Cassis;;;[(Decimal('43.2086030'), Decimal('5.5491940'))];43.207415;5.520521;[(Decimal('43.2341325'), Decimal('5.5531719'))];43.2318;5.554463;43.208319;5.517777
Ciotat;43.17816;5.59191;[];43.189161;5.626161;[(None, None)];43.198312;5.62703;;
Saint-Hippolyte;47.3439081;6.9942263;[];;;[(None, None)];;;;
Saintes-Maries-de-la-Mer;;;[(Decimal('43.4591833'), Decimal('4.4658557')), (Decimal('43.4592833'), Decimal('4.4773716'))];43.450495;4.429938;[(Decimal('43.4865187'), Decimal('4.3843685'))];43.499981;4.390956;;
Aigues-Mortes;43.5664618;4.1903413;[(Decimal('43.5619783'), Decimal('4.1059252')), (Decimal('43.4802011'), Decimal('4.1464559'))];43.570851;4.191717;[(Decimal('43.6834214'), Decimal('4.2354229')), (Decimal('43.6392883'), Decimal('4.1930703')), (Decimal('43.6787661'), Decimal('4.2090313')), (Decimal('43.5709165'), Decimal('4.1910259')), (Decimal('43.7162243'), Decimal('4.1714976')), (Decimal('43.5370128'), Decimal('4.1403485'))];43.570923;4.191481;43.567824;4.186964
Beauvoisin;46.9272321;5.3690160;[];43.717854;4.323561;[(Decimal('43.7245026'), Decimal('4.3212178'))];;;43.652417;4.34236
Bellegarde;48.0350827;2.4894789;[];;;[(Decimal('46.1109056'), Decimal('5.8259584'))];;;;
Cailar;43.679885;4.236669;[];43.675452;4.25372;[(None, None)];43.679596;4.236473;;
Fourques;42.5816643;2.7788772;[];;;[(None, None)];;;;
Grau-du-Roi;43.544295;4.131103;[];43.529458;4.142179;[(None, None)];43.51982;4.147116;43.533692;4.143056
Saint-Gilles;43.8258684;4.2605811;[];43.686085;4.436862;[(Decimal('43.7324117'), Decimal('4.3434045')), (Decimal('43.7885662'), Decimal('4.3032442'))];;;;
Saint-Laurent-d'Aigouze;43.6339038;4.1958403;[];43.620237;4.193726;[(Decimal('43.6392883'), Decimal('4.1930703'))];43.638067;4.19349;43.607646;4.167675
Vauvert;43.7400701;4.2595249;[];43.647992;4.307928;[(Decimal('43.7245026'), Decimal('4.3212178')), (Decimal('43.7398702'), Decimal('4.2188847')), (Decimal('43.7579733'), Decimal('4.2672749')), (Decimal('43.6951124'), Decimal('4.2700401'))];;;;
Candillargues;;;[];43.618559;4.066026;[(None, None)];;;;
Lansargues;43.650965;4.077579;[];43.651067;4.073346;[(None, None)];;;;
Marsillargues;43.659302;4.178865;[];43.607696;4.165214;[(None, None)];;;;
Palavas-les-Flots;43.527401;3.925271;[];43.528892;3.926426;[(None, None)];43.52884;3.930292;43.52865;3.931998
Villeneuve-lès-Maguelone;43.536508;3.855243;[(Decimal('43.4713330'), Decimal('3.8306140'))];43.533251;3.858374;[(Decimal('43.5437372'), Decimal('3.8498862'))];;;43.533582;3.86017
Blaye;45.0819782;-0.4960701;[];;;[(Decimal('44.9729725'), Decimal('-0.4590937')), (Decimal('45.0152870'), Decimal('-0.4198416')), (Decimal('45.0543754'), Decimal('-0.3992247')), (Decimal('45.0337371'), Decimal('-0.4767372'))];;;45.125739;-0.664036
Saint-Seurin-de-Cadourne;45.2861680;-0.7894406;[];45.291368;-0.79445;[(None, None)];45.294743;-0.811593;45.308585;-0.781271
Lattes;43.5587195;3.8718028;[];43.591005;3.923427;[(Decimal('43.5748975'), Decimal('3.8306868')), (Decimal('43.5708614'), Decimal('3.8379115')), (Decimal('43.5826782'), Decimal('3.9256925')), (Decimal('43.5713368'), Decimal('3.9140675')), (Decimal('43.5780481'), Decimal('3.9351889')), (Decimal('43.6174575'), Decimal('3.8101021')), (Decimal('43.5579483'), Decimal('3.9636274')), (Decimal('43.5706924'), Decimal('3.9051913')), (Decimal('43.5719684'), Decimal('3.8264524')), (Decimal('43.5720031'), Decimal('3.8264551'))];;;;
Mauguio;43.6350461;3.9648444;[];43.546324;3.981046;[(Decimal('43.6354474'), Decimal('3.9629284')), (Decimal('43.6727002'), Decimal('4.0601623'))];43.590306;3.93764;43.632053;4.00186
Pérols;43.563628;3.953275;[];43.557681;3.961071;[(Decimal('43.5780481'), Decimal('3.9351889')), (Decimal('43.5579483'), Decimal('3.9636274'))];;;43.552857;3.969727
Grande-Motte;43.562427;4.083336;[];43.558001;4.094913;[(None, None)];;;43.559251;4.08456
Soorts-Hossegor;43.6582842;-1.4273835;[(Decimal('43.6712915'), Decimal('-1.4419602')), (Decimal('43.6798552'), Decimal('-1.4408212')), (Decimal('43.6765705'), Decimal('-1.4414184')), (Decimal('43.6804181'), Decimal('-1.4410585'))];43.664996;-1.390392;[(None, None)];43.664996;-1.390392;43.655673;-1.436436
Claira;42.759418;2.956331;[];;;[(None, None)];42.760561;2.954084;;
Fourques;42.5816643;2.7788772;[];;;[(None, None)];;;;
Bompas;42.8649252;1.6172277;[];42.732282;2.935622;[(None, None)];;;42.731773;2.934208
Perpignan;42.7731692;2.6977835;[(Decimal('42.7129356'), Decimal('3.0393352')), (Decimal('42.7690903'), Decimal('3.0350773')), (Decimal('42.7720184'), Decimal('3.0354871')), (Decimal('42.6727587'), Decimal('3.0321635')), (Decimal('42.7708154'), Decimal('3.0353984'))];42.687445;2.909318;[(Decimal('42.7790421'), Decimal('2.7931033')), (Decimal('42.7722782'), Decimal('2.8334040')), (Decimal('42.6962438'), Decimal('2.8796929')), (Decimal('42.7767387'), Decimal('2.6988642')), (Decimal('42.6773175'), Decimal('2.7378292')), (Decimal('42.6790242'), Decimal('2.7951877')), (Decimal('42.7663897'), Decimal('2.8677442')), (Decimal('42.8355964'), Decimal('2.9174628')), (Decimal('42.7767841'), Decimal('2.6983019')), (Decimal('42.7764085'), Decimal('2.7857140')), (Decimal('42.7724904'), Decimal('2.8332376')), (Decimal('42.7665735'), Decimal('2.8678777'))];42.699199;2.894621;;
Pia;42.7440543;2.9197276;[];;;[(None, None)];;;;
Ajaccio;41.9596207;8.6675916;[(Decimal('41.9277641'), Decimal('8.7712459'))];41.915118;8.722927;[(Decimal('41.9792650'), Decimal('8.8336248')), (Decimal('41.9280768'), Decimal('8.7958067')), (Decimal('41.9336944'), Decimal('8.7512605')), (Decimal('42.0511985'), Decimal('8.9786003')), (Decimal('42.0799736'), Decimal('9.0528805')), (Decimal('42.0239556'), Decimal('8.9093267')), (Decimal('41.9275104'), Decimal('8.7390393')), (Decimal('41.9964441'), Decimal('9.1287112')), (Decimal('41.9993772'), Decimal('9.1244180')), (Decimal('41.9998287'), Decimal('9.1244344')), (Decimal('41.9999986'), Decimal('9.1245588')), (Decimal('42.0013358'), Decimal('9.1217154')), (Decimal('42.0024755'), Decimal('9.1281873')), (Decimal('42.0032299'), Decimal('9.1200301')), (Decimal('42.0112372'), Decimal('9.1307611')), (Decimal('42.0688786'), Decimal('9.0072980')), (Decimal('41.9288667'), Decimal('8.7760119')), (Decimal('41.9639159'), Decimal('8.8147018')), (Decimal('41.9149878'), Decimal('8.7267840')), (Decimal('41.9229105'), Decimal('8.7396779'))];41.927806;8.739335;;
Alata;41.9761862;8.7424967;[];41.976641;8.74252;[(None, None)];;;;
Albitreccia;41.8631071;8.9417016;[];41.855219;8.796753;[(None, None)];;;;
Appietto;42.0150676;8.7673379;[];42.000174;8.74683;[(None, None)];;;42.000174;8.74683
Grosseto-Prugna;41.8686780;8.9642805;[];41.892973;8.805184;[(None, None)];41.882059;8.846111;41.882059;8.846111
Pietrosella;41.8497101;8.7889177;[];41.850134;8.79221;[(None, None)];;;;
Villanova;41.9596207;8.6675916;[];;;[(Decimal('42.4253185'), Decimal('12.1061860')), (Decimal('44.9159522'), Decimal('10.8424142')), (Decimal('44.6913048'), Decimal('10.9119122'))];;;;
Valeyrac;45.3961669;-0.8963913;[];45.39197;-0.899613;[(None, None)];;;45.395996;-0.914318
Saint-Cyprien;44.9361590;1.0122517;[];;;[(Decimal('43.5979747'), Decimal('1.4316655')), (Decimal('44.9411916'), Decimal('1.0081942')), (Decimal('44.8632733'), Decimal('1.0434666')), (Decimal('43.5964448'), Decimal('1.4232466'))];44.866235;1.041887;;
Arces;45.5527125;-0.8598773;[];45.551688;-0.919596;[(None, None)];;;;
Floirac;44.8477051;-0.4641645;[];;;[(Decimal('44.8459778'), Decimal('-0.5101522'))];45.465279;-0.746682;;
Saint-Christoly-Médoc;45.355328;-0.825268;[];45.358735;-0.820937;[(None, None)];45.354358;-0.825431;45.35863;-0.821742
Chenac-Saint-Seurin-d'Uzet;45.5015113;-0.8330338;[];45.514336;-0.814577;[(None, None)];45.514336;-0.814577;45.514336;-0.814577
Mortagne-sur-Gironde;45.4814526;-0.7876225;[];45.500509;-0.77589;[(None, None)];45.486104;-0.782703;45.478746;-0.7916
Talmont-sur-Gironde;45.5347467;-0.9077160;[];45.533148;-0.900802;[(None, None)];;;45.534753;-0.908218
Vallée;45.893862;-0.831331;[];;;[(None, None)];;;;
Bégadan;45.382653;-0.854296;[];45.355648;-0.89769;[(None, None)];;;45.374163;-0.880996
Carcans;45.0789452;-1.0454325;[(Decimal('45.0906490'), Decimal('-1.1911200')), (Decimal('45.0631264'), Decimal('-1.1304842')), (Decimal('45.0702413'), Decimal('-1.1410810')), (Decimal('45.0982190'), Decimal('-1.1418855'))];45.082823;-1.188862;[(None, None)];45.078658;-1.049065;;
Floirac;44.8477051;-0.4641645;[];44.841451;-0.517449;[(Decimal('44.8459778'), Decimal('-0.5101522'))];;;;
Grayan-et-l'Hôpital;45.415325;-1.138126;[];45.411359;-1.139631;[(None, None)];45.431614;-1.111298;45.442972;-1.063195
Hourtin;45.183408;-1.053031;[];45.164918;-1.071338;[(None, None)];45.186988;-1.063765;45.166437;-1.071579
Jau-Dignac-et-Loirac;45.407653;-0.959205;[];45.414341;-0.947106;[(None, None)];45.416893;-0.951013;45.406031;-0.910348
Naujac-sur-Mer;45.296729;-1.057538;[];45.277259;-0.969323;[(None, None)];45.256062;-1.029864;45.267702;-1.07266
Saint-Germain-de-la-Rivière;44.950701;-0.333127;[];;;[(None, None)];44.949059;-0.32418;;
Saint-Vivien-de-Médoc;45.3977820;-1.0410404;[];45.471398;-1.003222;[(Decimal('45.5081703'), Decimal('-1.1175934')), (Decimal('45.5494445'), Decimal('-1.0652833'))];45.428208;-1.038844;45.451744;-1.017857
Saint-Yzans-de-Médoc;45.322056;-0.820657;[];45.320285;-0.814844;[(None, None)];45.320036;-0.821603;45.330001;-0.821676
Soulac-sur-Mer;45.5151144;-1.1231381;[];45.514551;-1.124205;[(Decimal('45.5081703'), Decimal('-1.1175934'))];45.517456;-1.113845;45.508371;-1.079641
Talais;45.472316;-1.057392;[];45.472506;-1.05076;[(None, None)];;;45.487576;-1.061477
Vendays-Montalivet;45.3567578;-1.0616900;[];45.379372;-1.153935;[(None, None)];45.3357;-1.055274;45.338499;-1.088092
Vensac;45.3977820;-1.0410404;[];45.395706;-1.084642;[(None, None)];;;;
Verdon-sur-Mer;45.545075;-1.061861;[];45.546232;-1.060071;[(None, None)];45.548042;-1.063904;45.542121;-1.048485
Cabariot;45.9256040;-0.8570499;[];45.925416;-0.858465;[(None, None)];45.924665;-0.857803;45.911133;-0.83873
Éguille;;;[];;;[(None, None)];;;45.708389;-0.977973
Saint-Hippolyte;47.3439081;6.9942263;[];;;[(None, None)];;;;
Saint-Nazaire-sur-Charente;45.9357862;-1.0510941;[];;;[(None, None)];;;;
Saint-Trojan-les-Bains;45.8420353;-1.2079578;[(Decimal('45.8336863'), Decimal('-1.1984852')), (Decimal('45.8287093'), Decimal('-1.1955975'))];45.837087;-1.201568;[(Decimal('45.8378948'), Decimal('-1.2086128')), (Decimal('45.8119584'), Decimal('-1.2234039')), (Decimal('45.8074846'), Decimal('-1.2368142'))];45.841352;-1.208277;45.843595;-1.209878
Tonnay-Charente;45.9256040;-0.8570499;[];45.945476;-0.914479;[(Decimal('45.9660197'), Decimal('-0.8731059')), (Decimal('45.9433848'), Decimal('-0.8980505'))];;;45.953774;-0.931619
Port-des-Barques;45.948362;-1.076402;[];45.942242;-1.076042;[(None, None)];;;;
Caumont;44.6961182;-0.0075285;[];;;[(None, None)];;;;
Villeneuve;46.0216405;4.8373827;[];;;[(Decimal('45.7065555'), Decimal('7.2134691')), (Decimal('48.0975501'), Decimal('-1.6754519'))];;;;
Arvert;45.7408351;-1.1256421;[];45.741343;-1.11233;[(None, None)];45.741343;-1.11233;;
Bourcefranc-le-Chapus;45.850217;-1.151744;[];45.841371;-1.147351;[(None, None)];45.840853;-1.143378;45.851093;-1.152626
Breuillet;48.5666723;2.1731003;[];;;[(Decimal('48.5774260'), Decimal('2.1918832')), (Decimal('48.5645094'), Decimal('2.1707596'))];;;;
Chaillevette;45.7315760;-1.0695396;[];45.729997;-1.067737;[(None, None)];;;45.731302;-1.057896
Château-d'Oléron;45.883445;-1.20078;[];;;[(None, None)];45.886261;-1.19354;45.882514;-1.191522
Dolus-d'Oléron;45.9108284;-1.2648824;[];45.901508;-1.28213;[(None, None)];45.910624;-1.242267;45.934188;-1.231768
Échillais;45.919043;-0.948751;[];45.900803;-0.95564;[(None, None)];45.913854;-0.958583;45.913854;-0.958583
Étaules;45.7334148;-1.1004222;[];45.732808;-1.099341;[(None, None)];45.73429;-1.09815;45.720222;-1.100783
Fouras;45.9884499;-1.0936973;[];;;[(Decimal('46.0043866'), Decimal('-1.1190049'))];;;45.995571;-1.098947
Gua;45.716824;-0.950111;[];;;[(None, None)];;;45.706643;-0.937645
Marennes;45.6194062;4.9133949;[];45.81859;-1.132456;[(None, None)];;;;
Mathes;45.692562;-1.177001;[];45.684893;-1.180957;[(None, None)];;;;
Meschers-sur-Gironde;45.56838;-0.951407;[];45.56623;-0.970376;[(None, None)];45.559438;-0.959463;45.555453;-0.948668
Moëze;45.9045605;-1.0366068;[];45.90363;-1.0353;[(None, None)];;;;
Mornac-sur-Seudre;45.7088128;-1.0293265;[];45.709089;-1.028025;[(None, None)];45.706019;-1.024734;45.710376;-1.027651
Nieulle-sur-Seudre;45.7531275;-1.0024153;[];45.75073;-0.997807;[(None, None)];;;45.747121;-0.996676
Rochefort;46.0504101;-0.7068383;[(Decimal('46.0051561'), Decimal('-1.3914498')), (Decimal('45.8336863'), Decimal('-1.1984852')), (Decimal('45.8287093'), Decimal('-1.1955975')), (Decimal('45.9306158'), Decimal('-1.3570868')), (Decimal('45.9414358'), Decimal('-1.3710645'))];;;[(Decimal('45.9472690'), Decimal('-0.9637060')), (Decimal('45.8378948'), Decimal('-1.2086128')), (Decimal('46.0043866'), Decimal('-1.1190049')), (Decimal('46.0071934'), Decimal('-1.1741253')), (Decimal('45.9689307'), Decimal('-1.2364769')), (Decimal('46.9599174'), Decimal('6.7749714')), (Decimal('46.9672516'), Decimal('6.8125105')), (Decimal('45.9660197'), Decimal('-0.8731059')), (Decimal('46.0938943'), Decimal('-0.9520020')), (Decimal('46.0076849'), Decimal('-1.1745082')), (Decimal('45.8119584'), Decimal('-1.2234039')), (Decimal('50.1599751'), Decimal('5.2671586')), (Decimal('45.9671186'), Decimal('-1.2399071')), (Decimal('45.8074846'), Decimal('-1.2368142')), (Decimal('45.6259067'), Decimal('-1.0164955')), (Decimal('45.6261627'), Decimal('-1.0166940')), (Decimal('46.0078933'), Decimal('-1.1746726')), (Decimal('45.9168059'), Decimal('-0.9607608')), (Decimal('45.9925893'), Decimal('-1.0268753')), (Decimal('45.9433848'), Decimal('-0.8980505')), (Decimal('46.1133407'), Decimal('-0.7620913'))];;;45.932439;-0.962287
Royan;;;[];45.62697;-1.050497;[(Decimal('45.6259067'), Decimal('-1.0164955')), (Decimal('45.6261627'), Decimal('-1.0166940'))];45.625846;-1.017346;45.632665;-1.019645
